SourceType=1, point({ r = 0; z = 0},i=1716, power=1
Added power 0.159155
         r         z   correctSolution                 q              diff
   2.45227  -3.59497                 0          0.349031          0.349031
    2.7975  -3.59497                 0          0.332769          0.332769
   3.17725  -3.59497                 0          0.315161          0.315161
   3.59497  -3.59497                 0          0.296527          0.296527
   4.05447  -3.59497                 0          0.277231          0.277231
   4.55992  -3.59497                 0          0.257655          0.257655
         5  -3.59497                 0          0.242053          0.242053
         7  -3.59497                 0          0.186411          0.186411
       9.2  -3.59497                 0          0.145519          0.145519
     11.62  -3.59497                 0          0.115448          0.115448
    14.282  -3.59497                 0         0.0928418         0.0928418
   17.2102  -3.59497                 0         0.0754309         0.0754309
   20.4312  -3.59497                 0         0.0617228         0.0617228
   23.9743  -3.59497                 0         0.0507222         0.0507222
   27.8718  -3.59497                 0         0.0417491         0.0417491
    32.159  -3.59497                 0         0.0343265         0.0343265
   36.8748  -3.59497                 0         0.0281115         0.0281115
   42.0623  -3.59497                 0         0.0228512         0.0228512
   47.7686  -3.59497                 0         0.0183551         0.0183551
   54.0454  -3.59497                 0         0.0144754         0.0144754
     60.95  -3.59497                 0         0.0110949         0.0110949
    68.545  -3.59497                 0        0.00811655        0.00811655
   76.8995  -3.59497                 0        0.00545643        0.00545643
   86.0894  -3.59497                 0         0.0030364         0.0030364
   96.1983  -3.59497                 0       0.000776409       0.000776409
       100  -3.59497                 0                 0                 0
         0  -3.17725                 0          0.483217          0.483217
       0.1  -3.17725                 0          0.482893          0.482893
      0.21  -3.17725                 0          0.482033          0.482033
     0.331  -3.17725                 0          0.480434          0.480434
    0.4641  -3.17725                 0            0.4779            0.4779
   0.61051  -3.17725                 0          0.474212          0.474212
  0.771561  -3.17725                 0           0.46914           0.46914
  0.948717  -3.17725                 0          0.462445          0.462445
   1.14359  -3.17725                 0          0.453904          0.453904
   1.35795  -3.17725                 0          0.443329          0.443329
   1.59374  -3.17725                 0          0.430598          0.430598
   1.85312  -3.17725                 0          0.415679          0.415679
   2.13843  -3.17725                 0          0.398653          0.398653
   2.45227  -3.17725                 0           0.37972           0.37972
    2.7975  -3.17725                 0          0.359195          0.359195
   3.17725  -3.17725                 0          0.337476          0.337476
   3.59497  -3.17725                 0          0.315016          0.315016
   4.05447  -3.17725                 0          0.292275          0.292275
   4.55992  -3.17725                 0          0.269686          0.269686
         5  -3.17725                 0          0.251996          0.251996
         7  -3.17725                 0          0.191014          0.191014
       9.2  -3.17725                 0          0.147804          0.147804
     11.62  -3.17725                 0          0.116664          0.116664
    14.282  -3.17725                 0         0.0935259         0.0935259
   17.2102  -3.17725                 0         0.0758332         0.0758332
   20.4312  -3.17725                 0         0.0619679         0.0619679
   23.9743  -3.17725                 0         0.0508759         0.0508759
   27.8718  -3.17725                 0         0.0418477         0.0418477
    32.159  -3.17725                 0          0.034391          0.034391
   36.8748  -3.17725                 0         0.0281543         0.0281543
   42.0623  -3.17725                 0           0.02288           0.02288
   47.7686  -3.17725                 0         0.0183745         0.0183745
   54.0454  -3.17725                 0         0.0144886         0.0144886
     60.95  -3.17725                 0         0.0111037         0.0111037
    68.545  -3.17725                 0        0.00812232        0.00812232
   76.8995  -3.17725                 0        0.00545998        0.00545998
   86.0894  -3.17725                 0        0.00303826        0.00303826
   96.1983  -3.17725                 0       0.000776869       0.000776869
       100  -3.17725                 0                 0                 0
         0   -2.7975                 0          0.550886          0.550886
       0.1   -2.7975                 0          0.550412          0.550412
      0.21   -2.7975                 0          0.549155          0.549155
     0.331   -2.7975                 0          0.546824          0.546824
    0.4641   -2.7975                 0          0.543142          0.543142
   0.61051   -2.7975                 0          0.537812          0.537812
  0.771561   -2.7975                 0          0.530532          0.530532
  0.948717   -2.7975                 0          0.521014          0.521014
   1.14359   -2.7975                 0          0.509016          0.509016
   1.35795   -2.7975                 0          0.494379          0.494379
   1.59374   -2.7975                 0          0.477062          0.477062
   1.85312   -2.7975                 0          0.457174          0.457174
   2.13843   -2.7975                 0          0.434976          0.434976
   2.45227   -2.7975                 0          0.410874          0.410874
    2.7975   -2.7975                 0           0.38538           0.38538
   3.17725   -2.7975                 0          0.359061          0.359061
   3.59497   -2.7975                 0          0.332486          0.332486
   4.05447   -2.7975                 0          0.306175          0.306175
   4.55992   -2.7975                 0           0.28057           0.28057
         5   -2.7975                 0          0.260846          0.260846
         7   -2.7975                 0          0.194926          0.194926
       9.2   -2.7975                 0          0.149703          0.149703
     11.62   -2.7975                 0          0.117662          0.117662
    14.282   -2.7975                 0         0.0940835         0.0940835
   17.2102   -2.7975                 0         0.0761595         0.0761595
   20.4312   -2.7975                 0         0.0621661         0.0621661
   23.9743   -2.7975                 0             0.051             0.051
   27.8718   -2.7975                 0         0.0419273         0.0419273
    32.159   -2.7975                 0          0.034443          0.034443
   36.8748   -2.7975                 0         0.0281888         0.0281888
   42.0623   -2.7975                 0         0.0229032         0.0229032
   47.7686   -2.7975                 0         0.0183902         0.0183902
   54.0454   -2.7975                 0         0.0144992         0.0144992
     60.95   -2.7975                 0         0.0111108         0.0111108
    68.545   -2.7975                 0        0.00812696        0.00812696
   76.8995   -2.7975                 0        0.00546283        0.00546283
   86.0894   -2.7975                 0        0.00303975        0.00303975
   96.1983   -2.7975                 0       0.000777238       0.000777238
       100   -2.7975                 0                 0                 0
         0  -2.45227                 0          0.630609          0.630609
       0.1  -2.45227                 0          0.629907          0.629907
      0.21  -2.45227                 0          0.628049          0.628049
     0.331  -2.45227                 0           0.62461           0.62461
    0.4641  -2.45227                 0          0.619202          0.619202
   0.61051  -2.45227                 0          0.611428          0.611428
  0.771561  -2.45227                 0          0.600907          0.600907
  0.948717  -2.45227                 0          0.587318          0.587318
   1.14359  -2.45227                 0          0.570447          0.570447
   1.35795  -2.45227                 0           0.55024           0.55024
   1.59374  -2.45227                 0          0.526839          0.526839
   1.85312  -2.45227                 0          0.500594          0.500594
   2.13843  -2.45227                 0          0.472043          0.472043
   2.45227  -2.45227                 0          0.441855          0.441855
    2.7975  -2.45227                 0          0.410759          0.410759
   3.17725  -2.45227                 0          0.379469          0.379469
   3.59497  -2.45227                 0          0.348621          0.348621
   4.05447  -2.45227                 0          0.318739          0.318739
   4.55992  -2.45227                 0          0.290215          0.290215
         5  -2.45227                 0          0.268572          0.268572
         7  -2.45227                 0          0.198202          0.198202
       9.2  -2.45227                 0          0.151265          0.151265
     11.62  -2.45227                 0          0.118476          0.118476
    14.282  -2.45227                 0         0.0945349         0.0945349
   17.2102  -2.45227                 0         0.0764227         0.0764227
   20.4312  -2.45227                 0         0.0623256         0.0623256
   23.9743  -2.45227                 0         0.0510995         0.0510995
   27.8718  -2.45227                 0          0.041991          0.041991
    32.159  -2.45227                 0         0.0344846         0.0344846
   36.8748  -2.45227                 0         0.0282164         0.0282164
   42.0623  -2.45227                 0         0.0229217         0.0229217
   47.7686  -2.45227                 0         0.0184027         0.0184027
   54.0454  -2.45227                 0         0.0145076         0.0145076
     60.95  -2.45227                 0         0.0111165         0.0111165
    68.545  -2.45227                 0        0.00813066        0.00813066
   76.8995  -2.45227                 0        0.00546511        0.00546511
   86.0894  -2.45227                 0        0.00304094        0.00304094
   96.1983  -2.45227                 0       0.000777533       0.000777533
       100  -2.45227                 0                 0                 0
         0  -2.13843                 0          0.725435          0.725435
       0.1  -2.13843                 0           0.72438           0.72438
      0.21  -2.13843                 0           0.72159           0.72159
     0.331  -2.13843                 0          0.716447          0.716447
    0.4641  -2.13843                 0          0.708409          0.708409
   0.61051  -2.13843                 0          0.696955          0.696955
  0.771561  -2.13843                 0          0.681642          0.681642
  0.948717  -2.13843                 0           0.66217           0.66217
   1.14359  -2.13843                 0          0.638458          0.638458
   1.35795  -2.13843                 0          0.610696          0.610696
   1.59374  -2.13843                 0          0.579362          0.579362
   1.85312  -2.13843                 0          0.545184          0.545184
   2.13843  -2.13843                 0           0.50906           0.50906
   2.45227  -2.13843                 0          0.471947          0.471947
    2.7975  -2.13843                 0          0.434763          0.434763
   3.17725  -2.13843                 0          0.398298          0.398298
   3.59497  -2.13843                 0          0.363177          0.363177
   4.05447  -2.13843                 0          0.329846          0.329846
   4.55992  -2.13843                 0          0.298589          0.298589
         5  -2.13843                 0          0.275188          0.275188
         7  -2.13843                 0          0.200909          0.200909
       9.2  -2.13843                 0          0.152536          0.152536
     11.62  -2.13843                 0          0.119132          0.119132
    14.282  -2.13843                 0         0.0948975         0.0948975
   17.2102  -2.13843                 0         0.0766334         0.0766334
   20.4312  -2.13843                 0          0.062453          0.062453
   23.9743  -2.13843                 0          0.051179          0.051179
   27.8718  -2.13843                 0         0.0420418         0.0420418
    32.159  -2.13843                 0         0.0345178         0.0345178
   36.8748  -2.13843                 0         0.0282384         0.0282384
   42.0623  -2.13843                 0         0.0229364         0.0229364
   47.7686  -2.13843                 0         0.0184126         0.0184126
   54.0454  -2.13843                 0         0.0145143         0.0145143
     60.95  -2.13843                 0          0.011121          0.011121
    68.545  -2.13843                 0        0.00813361        0.00813361
   76.8995  -2.13843                 0        0.00546692        0.00546692
   86.0894  -2.13843                 0        0.00304188        0.00304188
   96.1983  -2.13843                 0       0.000777767       0.000777767
       100  -2.13843                 0                 0                 0
         0  -1.85312                 0          0.839517          0.839517
       0.1  -1.85312                 0          0.837902          0.837902
      0.21  -1.85312                 0          0.833641          0.833641
     0.331  -1.85312                 0          0.825826          0.825826
    0.4641  -1.85312                 0           0.81371           0.81371
   0.61051  -1.85312                 0          0.796651          0.796651
  0.771561  -1.85312                 0          0.774205          0.774205
  0.948717  -1.85312                 0          0.746235          0.746235
   1.14359  -1.85312                 0          0.712996          0.712996
   1.35795  -1.85312                 0          0.675152          0.675152
   1.59374  -1.85312                 0          0.633721          0.633721
   1.85312  -1.85312                 0          0.589941          0.589941
   2.13843  -1.85312                 0          0.545107          0.545107
   2.45227  -1.85312                 0           0.50042           0.50042
    2.7975  -1.85312                 0          0.456879          0.456879
   3.17725  -1.85312                 0          0.415236          0.415236
   3.59497  -1.85312                 0          0.375997          0.375997
   4.05447  -1.85312                 0          0.339451          0.339451
   4.55992  -1.85312                 0          0.305714          0.305714
         5  -1.85312                 0          0.280751          0.280751
         7  -1.85312                 0          0.203115          0.203115
       9.2  -1.85312                 0          0.153561          0.153561
     11.62  -1.85312                 0          0.119657          0.119657
    14.282  -1.85312                 0         0.0951865         0.0951865
   17.2102  -1.85312                 0          0.076801          0.076801
   20.4312  -1.85312                 0         0.0625541         0.0625541
   23.9743  -1.85312                 0          0.051242          0.051242
   27.8718  -1.85312                 0         0.0420821         0.0420821
    32.159  -1.85312                 0         0.0345441         0.0345441
   36.8748  -1.85312                 0         0.0282558         0.0282558
   42.0623  -1.85312                 0         0.0229481         0.0229481
   47.7686  -1.85312                 0         0.0184205         0.0184205
   54.0454  -1.85312                 0         0.0145197         0.0145197
     60.95  -1.85312                 0         0.0111245         0.0111245
    68.545  -1.85312                 0        0.00813594        0.00813594
   76.8995  -1.85312                 0        0.00546835        0.00546835
   86.0894  -1.85312                 0        0.00304263        0.00304263
   96.1983  -1.85312                 0       0.000777953       0.000777953
       100  -1.85312                 0                 0                 0
         0  -1.59374                 0          0.978664          0.978664
       0.1  -1.59374                 0          0.976135          0.976135
      0.21  -1.59374                 0          0.969493          0.969493
     0.331  -1.59374                 0          0.957393          0.957393
    0.4641  -1.59374                 0          0.938843          0.938843
   0.61051  -1.59374                 0          0.913137          0.913137
  0.771561  -1.59374                 0          0.880022          0.880022
  0.948717  -1.59374                 0          0.839826          0.839826
   1.14359  -1.59374                 0          0.793499          0.793499
   1.35795  -1.59374                 0          0.742508          0.742508
   1.59374  -1.59374                 0          0.688626          0.688626
   1.85312  -1.59374                 0          0.633659          0.633659
   2.13843  -1.59374                 0          0.579222          0.579222
   2.45227  -1.59374                 0          0.526598          0.526598
    2.7975  -1.59374                 0          0.476697          0.476697
   3.17725  -1.59374                 0          0.430079          0.430079
   3.59497  -1.59374                 0          0.387019          0.387019
   4.05447  -1.59374                 0          0.347575          0.347575
   4.55992  -1.59374                 0          0.311657          0.311657
         5  -1.59374                 0          0.285344          0.285344
         7  -1.59374                 0           0.20489           0.20489
       9.2  -1.59374                 0          0.154377          0.154377
     11.62  -1.59374                 0          0.120074          0.120074
    14.282  -1.59374                 0         0.0954149         0.0954149
   17.2102  -1.59374                 0         0.0769331         0.0769331
   20.4312  -1.59374                 0         0.0626338         0.0626338
   23.9743  -1.59374                 0         0.0512916         0.0512916
   27.8718  -1.59374                 0         0.0421138         0.0421138
    32.159  -1.59374                 0         0.0345647         0.0345647
   36.8748  -1.59374                 0         0.0282695         0.0282695
   42.0623  -1.59374                 0         0.0229573         0.0229573
   47.7686  -1.59374                 0         0.0184267         0.0184267
   54.0454  -1.59374                 0         0.0145238         0.0145238
     60.95  -1.59374                 0         0.0111273         0.0111273
    68.545  -1.59374                 0        0.00813777        0.00813777
   76.8995  -1.59374                 0        0.00546948        0.00546948
   86.0894  -1.59374                 0        0.00304322        0.00304322
   96.1983  -1.59374                 0       0.000778098       0.000778098
       100  -1.59374                 0                 0                 0
         0  -1.35795                 0           1.15125           1.15125
       0.1  -1.35795                 0           1.14719           1.14719
      0.21  -1.35795                 0           1.13657           1.13657
     0.331  -1.35795                 0           1.11742           1.11742
    0.4641  -1.35795                 0           1.08851           1.08851
   0.61051  -1.35795                 0           1.04931           1.04931
  0.771561  -1.35795                 0           1.00021           1.00021
  0.948717  -1.35795                 0           0.94259           0.94259
   1.14359  -1.35795                 0          0.878668          0.878668
   1.35795  -1.35795                 0          0.811082          0.811082
   1.59374  -1.35795                 0          0.742457          0.742457
   1.85312  -1.35795                 0          0.675038          0.675038
   2.13843  -1.35795                 0          0.610502          0.610502
   2.45227  -1.35795                 0          0.549942          0.549942
    2.7975  -1.35795                 0          0.493953          0.493953
   3.17725  -1.35795                 0          0.442746          0.442746
   3.59497  -1.35795                 0          0.396267          0.396267
   4.05447  -1.35795                 0          0.354297          0.354297
   4.55992  -1.35795                 0          0.316517          0.316517
         5  -1.35795                 0          0.289068          0.289068
         7  -1.35795                 0          0.206298          0.206298
       9.2  -1.35795                 0           0.15502           0.15502
     11.62  -1.35795                 0          0.120401          0.120401
    14.282  -1.35795                 0         0.0955937         0.0955937
   17.2102  -1.35795                 0         0.0770364         0.0770364
   20.4312  -1.35795                 0         0.0626959         0.0626959
   23.9743  -1.35795                 0         0.0513303         0.0513303
   27.8718  -1.35795                 0         0.0421385         0.0421385
    32.159  -1.35795                 0         0.0345808         0.0345808
   36.8748  -1.35795                 0         0.0282801         0.0282801
   42.0623  -1.35795                 0         0.0229644         0.0229644
   47.7686  -1.35795                 0         0.0184315         0.0184315
   54.0454  -1.35795                 0         0.0145271         0.0145271
     60.95  -1.35795                 0         0.0111295         0.0111295
    68.545  -1.35795                 0        0.00813919        0.00813919
   76.8995  -1.35795                 0        0.00547035        0.00547035
   86.0894  -1.35795                 0        0.00304368        0.00304368
   96.1983  -1.35795                 0       0.000778212       0.000778212
       100  -1.35795                 0                 0                 0
         0  -1.14359                 0           1.36982           1.36982
       0.1  -1.14359                 0           1.36308           1.36308
      0.21  -1.14359                 0           1.34559           1.34559
     0.331  -1.14359                 0           1.31448           1.31448
    0.4641  -1.14359                 0           1.26851           1.26851
   0.61051  -1.14359                 0           1.20802           1.20802
  0.771561  -1.14359                 0           1.13505           1.13505
  0.948717  -1.14359                 0           1.05308           1.05308
   1.14359  -1.14359                 0          0.966261          0.966261
   1.35795  -1.14359                 0          0.878621          0.878621
   1.59374  -1.14359                 0            0.7934            0.7934
   1.85312  -1.14359                 0          0.712832          0.712832
   2.13843  -1.14359                 0          0.638212          0.638212
   2.45227  -1.14359                 0          0.570097          0.570097
    2.7975  -1.14359                 0          0.508537          0.508537
   3.17725  -1.14359                 0          0.453265          0.453265
   3.59497  -1.14359                 0          0.403839          0.403839
   4.05447  -1.14359                 0          0.359737          0.359737
   4.55992  -1.14359                 0          0.320411          0.320411
         5  -1.14359                 0          0.292031          0.292031
         7  -1.14359                 0          0.207399          0.207399
       9.2  -1.14359                 0           0.15552           0.15552
     11.62  -1.14359                 0          0.120654          0.120654
    14.282  -1.14359                 0          0.095732          0.095732
   17.2102  -1.14359                 0         0.0771162         0.0771162
   20.4312  -1.14359                 0          0.062744          0.062744
   23.9743  -1.14359                 0         0.0513601         0.0513601
   27.8718  -1.14359                 0         0.0421575         0.0421575
    32.159  -1.14359                 0         0.0345932         0.0345932
   36.8748  -1.14359                 0         0.0282883         0.0282883
   42.0623  -1.14359                 0         0.0229699         0.0229699
   47.7686  -1.14359                 0         0.0184352         0.0184352
   54.0454  -1.14359                 0         0.0145296         0.0145296
     60.95  -1.14359                 0         0.0111312         0.0111312
    68.545  -1.14359                 0        0.00814029        0.00814029
   76.8995  -1.14359                 0        0.00547103        0.00547103
   86.0894  -1.14359                 0        0.00304403        0.00304403
   96.1983  -1.14359                 0       0.000778299       0.000778299
       100  -1.14359                 0                 0                 0
         0 -0.948717                 0           1.65396           1.65396
       0.1 -0.948717                 0           1.64239           1.64239
      0.21 -0.948717                 0           1.61247           1.61247
     0.331 -0.948717                 0           1.56033           1.56033
    0.4641 -0.948717                 0           1.48564           1.48564
   0.61051 -0.948717                 0           1.39136           1.39136
  0.771561 -0.948717                 0           1.28321           1.28321
  0.948717 -0.948717                 0           1.16825           1.16825
   1.14359 -0.948717                 0           1.05302           1.05302
   1.35795 -0.948717                 0          0.942489          0.942489
   1.59374 -0.948717                 0          0.839671          0.839671
   1.85312 -0.948717                 0          0.746017          0.746017
   2.13843 -0.948717                 0          0.661872          0.661872
   2.45227 -0.948717                 0          0.586919          0.586919
    2.7975 -0.948717                 0          0.520488          0.520488
   3.17725 -0.948717                 0          0.461759          0.461759
   3.59497 -0.948717                 0          0.409881          0.409881
   4.05447 -0.948717                 0          0.364035          0.364035
   4.55992 -0.948717                 0          0.323465          0.323465
         5 -0.948717                 0          0.294341          0.294341
         7 -0.948717                 0          0.208246          0.208246
       9.2 -0.948717                 0          0.155903          0.155903
     11.62 -0.948717                 0          0.120847          0.120847
    14.282 -0.948717                 0         0.0958375         0.0958375
   17.2102 -0.948717                 0          0.077177          0.077177
   20.4312 -0.948717                 0         0.0627805         0.0627805
   23.9743 -0.948717                 0         0.0513829         0.0513829
   27.8718 -0.948717                 0          0.042172          0.042172
    32.159 -0.948717                 0         0.0346026         0.0346026
   36.8748 -0.948717                 0         0.0282946         0.0282946
   42.0623 -0.948717                 0         0.0229741         0.0229741
   47.7686 -0.948717                 0          0.018438          0.018438
   54.0454 -0.948717                 0         0.0145315         0.0145315
     60.95 -0.948717                 0         0.0111325         0.0111325
    68.545 -0.948717                 0        0.00814112        0.00814112
   76.8995 -0.948717                 0        0.00547154        0.00547154
   86.0894 -0.948717                 0         0.0030443         0.0030443
   96.1983 -0.948717                 0       0.000778365       0.000778365
       100 -0.948717                 0                 0                 0
         0 -0.771561                 0           2.03662           2.03662
       0.1 -0.771561                 0           2.01516           2.01516
      0.21 -0.771561                 0           1.96169           1.96169
     0.331 -0.771561                 0           1.87097           1.87097
    0.4641 -0.771561                 0           1.74682           1.74682
   0.61051 -0.771561                 0           1.59903           1.59903
  0.771561 -0.771561                 0           1.44053           1.44053
  0.948717 -0.771561                 0           1.28314           1.28314
   1.14359 -0.771561                 0           1.13492           1.13492
   1.35795 -0.771561                 0           1.00002           1.00002
   1.59374 -0.771561                 0          0.879794          0.879794
   1.85312 -0.771561                 0          0.773922          0.773922
   2.13843 -0.771561                 0          0.681289          0.681289
   2.45227 -0.771561                 0           0.60046           0.60046
    2.7975 -0.771561                 0          0.529962          0.529962
   3.17725 -0.771561                 0          0.468412          0.468412
   3.59497 -0.771561                 0          0.414568          0.414568
   4.05447 -0.771561                 0          0.367346          0.367346
   4.55992 -0.771561                 0          0.325802          0.325802
         5 -0.771561                 0          0.296101          0.296101
         7 -0.771561                 0          0.208884          0.208884
       9.2 -0.771561                 0          0.156191          0.156191
     11.62 -0.771561                 0          0.120992          0.120992
    14.282 -0.771561                 0         0.0959165         0.0959165
   17.2102 -0.771561                 0         0.0772225         0.0772225
   20.4312 -0.771561                 0         0.0628079         0.0628079
   23.9743 -0.771561                 0         0.0513999         0.0513999
   27.8718 -0.771561                 0         0.0421828         0.0421828
    32.159 -0.771561                 0         0.0346097         0.0346097
   36.8748 -0.771561                 0         0.0282993         0.0282993
   42.0623 -0.771561                 0         0.0229772         0.0229772
   47.7686 -0.771561                 0         0.0184402         0.0184402
   54.0454 -0.771561                 0         0.0145329         0.0145329
     60.95 -0.771561                 0         0.0111334         0.0111334
    68.545 -0.771561                 0        0.00814175        0.00814175
   76.8995 -0.771561                 0        0.00547192        0.00547192
   86.0894 -0.771561                 0         0.0030445         0.0030445
   96.1983 -0.771561                 0       0.000778415       0.000778415
       100 -0.771561                 0                 0                 0
         0  -0.61051                 0           2.57388           2.57388
       0.1  -0.61051                 0           2.53425           2.53425
      0.21  -0.61051                 0            2.4318            2.4318
     0.331  -0.61051                 0           2.26725           2.26725
    0.4641  -0.61051                 0           2.05633           2.05633
   0.61051  -0.61051                 0           1.82554           1.82554
  0.771561  -0.61051                 0           1.59891           1.59891
  0.948717  -0.61051                 0           1.39114           1.39114
   1.14359  -0.61051                 0           1.20774           1.20774
   1.35795  -0.61051                 0             1.049             1.049
   1.59374  -0.61051                 0           0.91281           0.91281
   1.85312  -0.61051                 0          0.796291          0.796291
   2.13843  -0.61051                 0           0.69654           0.69654
   2.45227  -0.61051                 0          0.610931          0.610931
    2.7975  -0.61051                 0            0.5372            0.5372
   3.17725  -0.61051                 0          0.473447          0.473447
   3.59497  -0.61051                 0           0.41809           0.41809
   4.05447  -0.61051                 0          0.369818          0.369818
   4.55992  -0.61051                 0          0.327539          0.327539
         5  -0.61051                 0          0.297406          0.297406
         7  -0.61051                 0          0.209354          0.209354
       9.2  -0.61051                 0          0.156402          0.156402
     11.62  -0.61051                 0          0.121099          0.121099
    14.282  -0.61051                 0         0.0959743         0.0959743
   17.2102  -0.61051                 0         0.0772558         0.0772558
   20.4312  -0.61051                 0         0.0628279         0.0628279
   23.9743  -0.61051                 0         0.0514123         0.0514123
   27.8718  -0.61051                 0         0.0421908         0.0421908
    32.159  -0.61051                 0         0.0346149         0.0346149
   36.8748  -0.61051                 0         0.0283027         0.0283027
   42.0623  -0.61051                 0         0.0229795         0.0229795
   47.7686  -0.61051                 0         0.0184417         0.0184417
   54.0454  -0.61051                 0          0.014534          0.014534
     60.95  -0.61051                 0         0.0111341         0.0111341
    68.545  -0.61051                 0         0.0081422         0.0081422
   76.8995  -0.61051                 0         0.0054722         0.0054722
   86.0894  -0.61051                 0        0.00304464        0.00304464
   96.1983  -0.61051                 0       0.000778451       0.000778451
       100  -0.61051                 0                 0                 0
         0   -0.4641                 0           3.39163           3.39163
       0.1   -0.4641                 0           3.29384           3.29384
      0.21   -0.4641                 0           3.08744           3.08744
     0.331   -0.4641                 0           2.77124           2.77124
    0.4641   -0.4641                 0           2.40866           2.40866
   0.61051   -0.4641                 0           2.05617           2.05617
  0.771561   -0.4641                 0           1.74641           1.74641
  0.948717   -0.4641                 0           1.48512           1.48512
   1.14359   -0.4641                 0             1.268             1.268
   1.35795   -0.4641                 0           1.08802           1.08802
   1.59374   -0.4641                 0          0.938385          0.938385
   1.85312   -0.4641                 0          0.813256          0.813256
   2.13843   -0.4641                 0          0.707926          0.707926
   2.45227   -0.4641                 0          0.618654          0.618654
    2.7975   -0.4641                 0           0.54249           0.54249
   3.17725   -0.4641                 0            0.4771            0.4771
   3.59497   -0.4641                 0          0.420631          0.420631
   4.05447   -0.4641                 0          0.371595          0.371595
   4.55992   -0.4641                 0          0.328784          0.328784
         5   -0.4641                 0          0.298337          0.298337
         7   -0.4641                 0          0.209687          0.209687
       9.2   -0.4641                 0          0.156552          0.156552
     11.62   -0.4641                 0          0.121174          0.121174
    14.282   -0.4641                 0         0.0960152         0.0960152
   17.2102   -0.4641                 0         0.0772794         0.0772794
   20.4312   -0.4641                 0          0.062842          0.062842
   23.9743   -0.4641                 0         0.0514211         0.0514211
   27.8718   -0.4641                 0         0.0421964         0.0421964
    32.159   -0.4641                 0         0.0346185         0.0346185
   36.8748   -0.4641                 0         0.0283051         0.0283051
   42.0623   -0.4641                 0         0.0229811         0.0229811
   47.7686   -0.4641                 0         0.0184428         0.0184428
   54.0454   -0.4641                 0         0.0145347         0.0145347
     60.95   -0.4641                 0         0.0111346         0.0111346
    68.545   -0.4641                 0        0.00814253        0.00814253
   76.8995   -0.4641                 0         0.0054724         0.0054724
   86.0894   -0.4641                 0        0.00304475        0.00304475
   96.1983   -0.4641                 0       0.000778477       0.000778477
       100   -0.4641                 0                 0                 0
         0    -0.331                 0           4.67358           4.67358
       0.1    -0.331                 0             4.521             4.521
      0.21    -0.331                 0            4.0212            4.0212
     0.331    -0.331                 0           3.39321           3.39321
    0.4641    -0.331                 0           2.77158           2.77158
   0.61051    -0.331                 0           2.26641           2.26641
  0.771561    -0.331                 0           1.86988           1.86988
  0.948717    -0.331                 0           1.55929           1.55929
   1.14359    -0.331                 0            1.3136            1.3136
   1.35795    -0.331                 0           1.11669           1.11669
   1.59374    -0.331                 0          0.956773          0.956773
   1.85312    -0.331                 0          0.825262          0.825262
   2.13843    -0.331                 0          0.715889          0.715889
   2.45227    -0.331                 0          0.624008          0.624008
    2.7975    -0.331                 0          0.546132          0.546132
   3.17725    -0.331                 0          0.479604          0.479604
   3.59497    -0.331                 0          0.422366          0.422366
   4.05447    -0.331                 0          0.372804          0.372804
   4.55992    -0.331                 0          0.329628          0.329628
         5    -0.331                 0          0.298969          0.298969
         7    -0.331                 0          0.209912          0.209912
       9.2    -0.331                 0          0.156653          0.156653
     11.62    -0.331                 0          0.121224          0.121224
    14.282    -0.331                 0         0.0960428         0.0960428
   17.2102    -0.331                 0         0.0772952         0.0772952
   20.4312    -0.331                 0         0.0628515         0.0628515
   23.9743    -0.331                 0          0.051427          0.051427
   27.8718    -0.331                 0         0.0422001         0.0422001
    32.159    -0.331                 0          0.034621          0.034621
   36.8748    -0.331                 0         0.0283067         0.0283067
   42.0623    -0.331                 0         0.0229822         0.0229822
   47.7686    -0.331                 0         0.0184435         0.0184435
   54.0454    -0.331                 0         0.0145352         0.0145352
     60.95    -0.331                 0          0.011135          0.011135
    68.545    -0.331                 0        0.00814274        0.00814274
   76.8995    -0.331                 0        0.00547254        0.00547254
   86.0894    -0.331                 0        0.00304482        0.00304482
   96.1983    -0.331                 0       0.000778494       0.000778494
       100    -0.331                 0                 0                 0
         0     -0.21                 0           7.63572           7.63572
       0.1     -0.21                 0           6.53996           6.53996
      0.21     -0.21                 0           5.42917           5.42917
     0.331     -0.21                 0           4.02865           4.02865
    0.4641     -0.21                 0           3.08516           3.08516
   0.61051     -0.21                 0           2.42921           2.42921
  0.771561     -0.21                 0           1.95926           1.95926
  0.948717     -0.21                 0           1.61061           1.61061
   1.14359     -0.21                 0            1.3442            1.3442
   1.35795     -0.21                 0           1.13552           1.13552
   1.59374     -0.21                 0          0.968668          0.968668
   1.85312     -0.21                 0          0.832945          0.832945
   2.13843     -0.21                 0          0.720943          0.720943
   2.45227     -0.21                 0          0.627386          0.627386
    2.7975     -0.21                 0          0.548421          0.548421
   3.17725     -0.21                 0          0.481171          0.481171
   3.59497     -0.21                 0          0.423449          0.423449
   4.05447     -0.21                 0          0.373557          0.373557
   4.55992     -0.21                 0          0.330153          0.330153
         5     -0.21                 0          0.299361          0.299361
         7     -0.21                 0          0.210051          0.210051
       9.2     -0.21                 0          0.156715          0.156715
     11.62     -0.21                 0          0.121256          0.121256
    14.282     -0.21                 0         0.0960598         0.0960598
   17.2102     -0.21                 0          0.077305          0.077305
   20.4312     -0.21                 0         0.0628574         0.0628574
