SourceType=1, point({ r = 0; z = 0},i=1716, power=1
Added power 0.159155
         r         z   correctSolution                 q              diff
     60.95  -22.2102                 0        0.00973196        0.00973196
    68.545  -22.2102                 0        0.00721105        0.00721105
   76.8995  -22.2102                 0          0.004893          0.004893
   86.0894  -22.2102                 0        0.00273965        0.00273965
   96.1983  -22.2102                 0       0.000702621       0.000702621
       100  -22.2102                 0                 0                 0
         0   -19.282                 0         0.0676069         0.0676069
       0.1   -19.282                 0         0.0676055         0.0676055
      0.21   -19.282                 0         0.0676017         0.0676017
     0.331   -19.282                 0         0.0675945         0.0675945
    0.4641   -19.282                 0          0.067583          0.067583
   0.61051   -19.282                 0         0.0675659         0.0675659
  0.771561   -19.282                 0         0.0675419         0.0675419
  0.948717   -19.282                 0          0.067509          0.067509
   1.14359   -19.282                 0         0.0674652         0.0674652
   1.35795   -19.282                 0         0.0674076         0.0674076
   1.59374   -19.282                 0         0.0673331         0.0673331
   1.85312   -19.282                 0         0.0672376         0.0672376
   2.13843   -19.282                 0         0.0671166         0.0671166
   2.45227   -19.282                 0         0.0669642         0.0669642
    2.7975   -19.282                 0         0.0667737         0.0667737
   3.17725   -19.282                 0          0.066537          0.066537
   3.59497   -19.282                 0         0.0662447         0.0662447
   4.05447   -19.282                 0         0.0658858         0.0658858
   4.55992   -19.282                 0         0.0654476         0.0654476
         5   -19.282                 0         0.0650309         0.0650309
         7   -19.282                 0         0.0627556         0.0627556
       9.2   -19.282                 0         0.0597112         0.0597112
     11.62   -19.282                 0         0.0559558         0.0559558
    14.282   -19.282                 0          0.051621          0.051621
   17.2102   -19.282                 0         0.0468915         0.0468915
   20.4312   -19.282                 0         0.0419704         0.0419704
   23.9743   -19.282                 0          0.037046          0.037046
   27.8718   -19.282                 0          0.032269          0.032269
    32.159   -19.282                 0         0.0277446         0.0277446
   36.8748   -19.282                 0         0.0235347         0.0235347
   42.0623   -19.282                 0         0.0196668         0.0196668
   47.7686   -19.282                 0         0.0161426         0.0161426
   54.0454   -19.282                 0         0.0129469         0.0129469
     60.95   -19.282                 0          0.010053          0.010053
    68.545   -19.282                 0        0.00742691        0.00742691
   76.8995   -19.282                 0        0.00502849        0.00502849
   86.0894   -19.282                 0        0.00281141        0.00281141
   96.1983   -19.282                 0       0.000720515       0.000720515
       100   -19.282                 0                 0                 0
         0    -16.62                 0         0.0807273         0.0807273
       0.1    -16.62                 0         0.0807251         0.0807251
      0.21    -16.62                 0         0.0807191         0.0807191
     0.331    -16.62                 0         0.0807079         0.0807079
    0.4641    -16.62                 0           0.08069           0.08069
   0.61051    -16.62                 0         0.0806635         0.0806635
  0.771561    -16.62                 0         0.0806261         0.0806261
  0.948717    -16.62                 0          0.080575          0.080575
   1.14359    -16.62                 0         0.0805067         0.0805067
   1.35795    -16.62                 0         0.0804173         0.0804173
   1.59374    -16.62                 0         0.0803016         0.0803016
   1.85312    -16.62                 0         0.0801535         0.0801535
   2.13843    -16.62                 0          0.079966          0.079966
   2.45227    -16.62                 0         0.0797303         0.0797303
    2.7975    -16.62                 0         0.0794363         0.0794363
   3.17725    -16.62                 0         0.0790719         0.0790719
   3.59497    -16.62                 0         0.0786234         0.0786234
   4.05447    -16.62                 0         0.0780747         0.0780747
   4.55992    -16.62                 0         0.0774079         0.0774079
         5    -16.62                 0         0.0767769         0.0767769
         7    -16.62                 0         0.0733859         0.0733859
       9.2    -16.62                 0         0.0689787         0.0689787
     11.62    -16.62                 0         0.0637313         0.0637313
    14.282    -16.62                 0         0.0579102         0.0579102
   17.2102    -16.62                 0         0.0518154         0.0518154
   20.4312    -16.62                 0         0.0457224         0.0457224
   23.9743    -16.62                 0         0.0398451         0.0398451
   27.8718    -16.62                 0         0.0343243         0.0343243
    32.159    -16.62                 0         0.0292363         0.0292363
   36.8748    -16.62                 0         0.0246081         0.0246081
   42.0623    -16.62                 0         0.0204336         0.0204336
   47.7686    -16.62                 0         0.0166863         0.0166863
   54.0454    -16.62                 0         0.0133284         0.0133284
     60.95    -16.62                 0         0.0103162         0.0103162
    68.545    -16.62                 0        0.00760269        0.00760269
   76.8995    -16.62                 0        0.00513827        0.00513827
   86.0894    -16.62                 0        0.00286938        0.00286938
   96.1983    -16.62                 0       0.000734945       0.000734945
       100    -16.62                 0                 0                 0
         0     -14.2                 0         0.0969173         0.0969173
       0.1     -14.2                 0         0.0969137         0.0969137
      0.21     -14.2                 0         0.0969042         0.0969042
     0.331     -14.2                 0         0.0968863         0.0968863
    0.4641     -14.2                 0         0.0968577         0.0968577
   0.61051     -14.2                 0         0.0968153         0.0968153
  0.771561     -14.2                 0         0.0967555         0.0967555
  0.948717     -14.2                 0         0.0966738         0.0966738
   1.14359     -14.2                 0         0.0965649         0.0965649
   1.35795     -14.2                 0         0.0964222         0.0964222
   1.59374     -14.2                 0         0.0962379         0.0962379
   1.85312     -14.2                 0         0.0960024         0.0960024
   2.13843     -14.2                 0         0.0957046         0.0957046
   2.45227     -14.2                 0         0.0953313         0.0953313
    2.7975     -14.2                 0         0.0948669         0.0948669
   3.17725     -14.2                 0         0.0942936         0.0942936
   3.59497     -14.2                 0         0.0935909         0.0935909
   4.05447     -14.2                 0          0.092736          0.092736
   4.55992     -14.2                 0         0.0917038         0.0917038
         5     -14.2                 0         0.0907339         0.0907339
         7     -14.2                 0         0.0856313         0.0856313
       9.2     -14.2                 0         0.0792485         0.0792485
     11.62     -14.2                 0         0.0719793         0.0719793
    14.282     -14.2                 0         0.0642872         0.0642872
   17.2102     -14.2                 0          0.056597          0.056597
   20.4312     -14.2                 0         0.0492268         0.0492268
   23.9743     -14.2                 0          0.042373          0.042373
   27.8718     -14.2                 0          0.036129          0.036129
    32.159     -14.2                 0         0.0305163         0.0305163
   36.8748     -14.2                 0         0.0255121         0.0255121
   42.0623     -14.2                 0         0.0210699         0.0210699
   47.7686     -14.2                 0         0.0171322         0.0171322
   54.0454     -14.2                 0         0.0136384         0.0136384
     60.95     -14.2                 0         0.0105285         0.0105285
    68.545     -14.2                 0        0.00774371        0.00774371
   76.8995     -14.2                 0          0.005226          0.005226
   86.0894     -14.2                 0        0.00291557        0.00291557
   96.1983     -14.2                 0        0.00074643        0.00074643
       100     -14.2                 0                 0                 0
         0       -12                 0          0.117304          0.117304
       0.1       -12                 0          0.117298          0.117298
      0.21       -12                 0          0.117283          0.117283
     0.331       -12                 0          0.117253          0.117253
    0.4641       -12                 0          0.117206          0.117206
   0.61051       -12                 0          0.117135          0.117135
  0.771561       -12                 0          0.117036          0.117036
  0.948717       -12                 0          0.116901          0.116901
   1.14359       -12                 0          0.116721          0.116721
   1.35795       -12                 0          0.116486          0.116486
   1.59374       -12                 0          0.116182          0.116182
   1.85312       -12                 0          0.115796          0.115796
   2.13843       -12                 0          0.115308          0.115308
   2.45227       -12                 0          0.114698          0.114698
    2.7975       -12                 0          0.113943          0.113943
   3.17725       -12                 0          0.113016          0.113016
   3.59497       -12                 0          0.111888          0.111888
   4.05447       -12                 0          0.110526          0.110526
   4.55992       -12                 0          0.108897          0.108897
         5       -12                 0          0.107381          0.107381
         7       -12                 0         0.0996373         0.0996373
       9.2       -12                 0         0.0904254         0.0904254
     11.62       -12                 0          0.080496          0.080496
    14.282       -12                 0         0.0705467         0.0705467
   17.2102       -12                 0         0.0610822         0.0610822
   20.4312       -12                 0         0.0523897         0.0523897
   23.9743       -12                 0         0.0445833         0.0445833
   27.8718       -12                 0         0.0376673         0.0376673
    32.159       -12                 0         0.0315855         0.0315855
   36.8748       -12                 0         0.0262553         0.0262553
   42.0623       -12                 0         0.0215864         0.0215864
   47.7686       -12                 0         0.0174906         0.0174906
   54.0454       -12                 0         0.0138858         0.0138858
     60.95       -12                 0         0.0106969         0.0106969
    68.545       -12                 0         0.0078551         0.0078551
   76.8995       -12                 0        0.00529507        0.00529507
   86.0894       -12                 0        0.00295187        0.00295187
   96.1983       -12                 0       0.000755445       0.000755445
       100       -12                 0                 0                 0
         0       -10                 0          0.143672          0.143672
       0.1       -10                 0          0.143662          0.143662
      0.21       -10                 0          0.143634          0.143634
     0.331       -10                 0          0.143583          0.143583
    0.4641       -10                 0            0.1435            0.1435
   0.61051       -10                 0          0.143378          0.143378
  0.771561       -10                 0          0.143207          0.143207
  0.948717       -10                 0          0.142973          0.142973
   1.14359       -10                 0          0.142661          0.142661
   1.35795       -10                 0          0.142255          0.142255
   1.59374       -10                 0          0.141732          0.141732
   1.85312       -10                 0          0.141068          0.141068
   2.13843       -10                 0          0.140234          0.140234
   2.45227       -10                 0          0.139199          0.139199
    2.7975       -10                 0          0.137925          0.137925
   3.17725       -10                 0          0.136375          0.136375
   3.59497       -10                 0          0.134506          0.134506
   4.05447       -10                 0          0.132278          0.132278
   4.55992       -10                 0          0.129651          0.129651
         5       -10                 0          0.127243          0.127243
         7       -10                 0          0.115427          0.115427
       9.2       -10                 0          0.102263          0.102263
     11.62       -10                 0         0.0889821         0.0889821
    14.282       -10                 0         0.0764539         0.0764539
   17.2102       -10                 0         0.0651276         0.0651276
   20.4312       -10                 0         0.0551404         0.0551404
   23.9743       -10                 0         0.0464516         0.0464516
   27.8718       -10                 0         0.0389389         0.0389389
    32.159       -10                 0         0.0324543         0.0324543
   36.8748       -10                 0         0.0268513         0.0268513
   42.0623       -10                 0         0.0219965         0.0219965
   47.7686       -10                 0         0.0177729         0.0177729
   54.0454       -10                 0         0.0140794         0.0140794
     60.95       -10                 0         0.0108282         0.0108282
    68.545       -10                 0        0.00794158        0.00794158
   76.8995       -10                 0        0.00534856        0.00534856
   86.0894       -10                 0        0.00297993        0.00297993
   96.1983       -10                 0        0.00076241        0.00076241
       100       -10                 0                 0                 0
         0  -9.83471                 0          0.146334          0.146334
       0.1  -9.83471                 0          0.146323          0.146323
      0.21  -9.83471                 0          0.146294          0.146294
     0.331  -9.83471                 0           0.14624           0.14624
    0.4641  -9.83471                 0          0.146153          0.146153
   0.61051  -9.83471                 0          0.146025          0.146025
  0.771561  -9.83471                 0          0.145844          0.145844
  0.948717  -9.83471                 0          0.145598          0.145598
   1.14359  -9.83471                 0           0.14527           0.14527
   1.35795  -9.83471                 0          0.144843          0.144843
   1.59374  -9.83471                 0          0.144293          0.144293
   1.85312  -9.83471                 0          0.143596          0.143596
   2.13843  -9.83471                 0          0.142721          0.142721
   2.45227  -9.83471                 0          0.141634          0.141634
    2.7975  -9.83471                 0          0.140299          0.140299
   3.17725  -9.83471                 0          0.138675          0.138675
   3.59497  -9.83471                 0          0.136719          0.136719
   4.05447  -9.83471                 0          0.134391          0.134391
   4.55992  -9.83471                 0           0.13165           0.13165
         5  -9.83471                 0          0.129141          0.129141
         7  -9.83471                 0          0.116882          0.116882
       9.2  -9.83471                 0          0.103312          0.103312
     11.62  -9.83471                 0         0.0897076         0.0897076
    14.282  -9.83471                 0         0.0769438         0.0769438
   17.2102  -9.83471                 0          0.065455          0.065455
   20.4312  -9.83471                 0         0.0553589         0.0553589
   23.9743  -9.83471                 0         0.0465978         0.0465978
   27.8718  -9.83471                 0         0.0390373         0.0390373
    32.159  -9.83471                 0          0.032521          0.032521
   36.8748  -9.83471                 0         0.0268967         0.0268967
   42.0623  -9.83471                 0         0.0220276         0.0220276
   47.7686  -9.83471                 0         0.0177943         0.0177943
   54.0454  -9.83471                 0          0.014094          0.014094
     60.95  -9.83471                 0          0.010838          0.010838
    68.545  -9.83471                 0        0.00794807        0.00794807
   76.8995  -9.83471                 0        0.00535257        0.00535257
   86.0894  -9.83471                 0        0.00298204        0.00298204
   96.1983  -9.83471                 0       0.000762932       0.000762932
       100  -9.83471                 0                 0                 0
         0  -8.84973                 0          0.164234          0.164234
       0.1  -8.84973                 0          0.164219          0.164219
      0.21  -8.84973                 0          0.164179          0.164179
     0.331  -8.84973                 0          0.164104          0.164104
    0.4641  -8.84973                 0          0.163985          0.163985
   0.61051  -8.84973                 0          0.163808          0.163808
  0.771561  -8.84973                 0           0.16356           0.16356
  0.948717  -8.84973                 0          0.163222          0.163222
   1.14359  -8.84973                 0          0.162773          0.162773
   1.35795  -8.84973                 0          0.162188          0.162188
   1.59374  -8.84973                 0          0.161437          0.161437
   1.85312  -8.84973                 0          0.160487          0.160487
   2.13843  -8.84973                 0          0.159299          0.159299
   2.45227  -8.84973                 0           0.15783           0.15783
    2.7975  -8.84973                 0          0.156035          0.156035
   3.17725  -8.84973                 0          0.153864          0.153864
   3.59497  -8.84973                 0          0.151271          0.151271
   4.05447  -8.84973                 0           0.14821           0.14821
   4.55992  -8.84973                 0          0.144645          0.144645
         5  -8.84973                 0          0.141415          0.141415
         7  -8.84973                 0          0.126062          0.126062
       9.2  -8.84973                 0          0.109772          0.109772
     11.62  -8.84973                 0         0.0940798         0.0940798
    14.282  -8.84973                 0         0.0798455         0.0798455
   17.2102  -8.84973                 0          0.067369          0.067369
   20.4312  -8.84973                 0         0.0566235         0.0566235
   23.9743  -8.84973                 0         0.0474382         0.0474382
   27.8718  -8.84973                 0            0.0396            0.0396
    32.159  -8.84973                 0         0.0329006         0.0329006
   36.8748  -8.84973                 0         0.0271547         0.0271547
   42.0623  -8.84973                 0         0.0222038         0.0222038
   47.7686  -8.84973                 0         0.0179149         0.0179149
   54.0454  -8.84973                 0         0.0141764         0.0141764
     60.95  -8.84973                 0         0.0108937         0.0108937
    68.545  -8.84973                 0        0.00798467        0.00798467
   76.8995  -8.84973                 0        0.00537517        0.00537517
   86.0894  -8.84973                 0        0.00299388        0.00299388
   96.1983  -8.84973                 0       0.000765869       0.000765869
       100  -8.84973                 0                 0                 0
         0   -7.9543                 0           0.18433           0.18433
       0.1   -7.9543                 0           0.18431           0.18431
      0.21   -7.9543                 0          0.184255          0.184255
     0.331   -7.9543                 0          0.184152          0.184152
    0.4641   -7.9543                 0          0.183987          0.183987
   0.61051   -7.9543                 0          0.183744          0.183744
  0.771561   -7.9543                 0          0.183402          0.183402
  0.948717   -7.9543                 0          0.182937          0.182937
   1.14359   -7.9543                 0          0.182321          0.182321
   1.35795   -7.9543                 0          0.181519          0.181519
   1.59374   -7.9543                 0          0.180493          0.180493
   1.85312   -7.9543                 0          0.179199          0.179199
   2.13843   -7.9543                 0          0.177587          0.177587
   2.45227   -7.9543                 0          0.175605          0.175605
    2.7975   -7.9543                 0          0.173197          0.173197
   3.17725   -7.9543                 0          0.170308          0.170308
   3.59497   -7.9543                 0          0.166887          0.166887
   4.05447   -7.9543                 0          0.162891          0.162891
   4.55992   -7.9543                 0           0.15829           0.15829
         5   -7.9543                 0          0.154171          0.154171
         7   -7.9543                 0          0.135179          0.135179
       9.2   -7.9543                 0          0.115914          0.115914
     11.62   -7.9543                 0         0.0980859         0.0980859
    14.282   -7.9543                 0         0.0824294         0.0824294
   17.2102   -7.9543                 0         0.0690375         0.0690375
   20.4312   -7.9543                 0         0.0577087         0.0577087
   23.9743   -7.9543                 0         0.0481511         0.0481511
   27.8718   -7.9543                 0         0.0400732         0.0400732
    32.159   -7.9543                 0         0.0332178         0.0332178
   36.8748   -7.9543                 0         0.0273692         0.0273692
   42.0623   -7.9543                 0         0.0223498         0.0223498
   47.7686   -7.9543                 0         0.0180146         0.0180146
   54.0454   -7.9543                 0         0.0142443         0.0142443
     60.95   -7.9543                 0         0.0109395         0.0109395
    68.545   -7.9543                 0        0.00801476        0.00801476
   76.8995   -7.9543                 0        0.00539373        0.00539373
   86.0894   -7.9543                 0         0.0030036         0.0030036
   96.1983   -7.9543                 0       0.000768279       0.000768279
       100   -7.9543                 0                 0                 0
         0  -7.14027                 0          0.206963          0.206963
       0.1  -7.14027                 0          0.206934          0.206934
      0.21  -7.14027                 0          0.206858          0.206858
     0.331  -7.14027                 0          0.206716          0.206716
    0.4641  -7.14027                 0          0.206488          0.206488
   0.61051  -7.14027                 0          0.206152          0.206152
  0.771561  -7.14027                 0           0.20568           0.20568
  0.948717  -7.14027                 0          0.205039          0.205039
   1.14359  -7.14027                 0          0.204191          0.204191
   1.35795  -7.14027                 0           0.20309           0.20309
   1.59374  -7.14027                 0          0.201687          0.201687
   1.85312  -7.14027                 0          0.199923          0.199923
   2.13843  -7.14027                 0          0.197738          0.197738
   2.45227  -7.14027                 0          0.195068          0.195068
    2.7975  -7.14027                 0          0.191848          0.191848
   3.17725  -7.14027                 0          0.188018          0.188018
   3.59497  -7.14027                 0           0.18353           0.18353
   4.05447  -7.14027                 0          0.178351          0.178351
   4.55992  -7.14027                 0          0.172469          0.172469
         5  -7.14027                 0          0.167273          0.167273
         7  -7.14027                 0          0.144089          0.144089
       9.2  -7.14027                 0          0.121652          0.121652
     11.62  -7.14027                 0          0.101699          0.101699
    14.282  -7.14027                 0         0.0846996         0.0846996
   17.2102  -7.14027                 0         0.0704758         0.0704758
   20.4312  -7.14027                 0         0.0586316         0.0586316
   23.9743  -7.14027                 0         0.0487512         0.0487512
   27.8718  -7.14027                 0         0.0404687         0.0404687
    32.159  -7.14027                 0         0.0334815         0.0334815
   36.8748  -7.14027                 0         0.0275468         0.0275468
   42.0623  -7.14027                 0         0.0224703         0.0224703
   47.7686  -7.14027                 0         0.0180967         0.0180967
   54.0454  -7.14027                 0         0.0143002         0.0143002
     60.95  -7.14027                 0         0.0109771         0.0109771
    68.545  -7.14027                 0        0.00803944        0.00803944
   76.8995  -7.14027                 0        0.00540895        0.00540895
   86.0894  -7.14027                 0        0.00301157        0.00301157
   96.1983  -7.14027                 0       0.000770255       0.000770255
       100  -7.14027                 0                 0                 0
         0  -6.40025                 0          0.232532          0.232532
       0.1  -6.40025                 0          0.232493          0.232493
      0.21  -6.40025                 0          0.232387          0.232387
     0.331  -6.40025                 0          0.232189          0.232189
    0.4641  -6.40025                 0          0.231873          0.231873
   0.61051  -6.40025                 0          0.231407          0.231407
  0.771561  -6.40025                 0          0.230753          0.230753
  0.948717  -6.40025                 0          0.229866          0.229866
   1.14359  -6.40025                 0          0.228696          0.228696
   1.35795  -6.40025                 0          0.227183          0.227183
   1.59374  -6.40025                 0           0.22526           0.22526
   1.85312  -6.40025                 0          0.222857          0.222857
   2.13843  -6.40025                 0          0.219897          0.219897
   2.45227  -6.40025                 0          0.216307          0.216307
    2.7975  -6.40025                 0          0.212016          0.212016
   3.17725  -6.40025                 0          0.206966          0.206966
   3.59497  -6.40025                 0           0.20112           0.20112
   4.05447  -6.40025                 0          0.194465          0.194465
   4.55992  -6.40025                 0          0.187022          0.187022
         5  -6.40025                 0          0.180545          0.180545
         7  -6.40025                 0          0.152648          0.152648
       9.2  -6.40025                 0          0.126923          0.126923
     11.62  -6.40025                 0          0.104908          0.104908
    14.282  -6.40025                 0         0.0866694         0.0866694
   17.2102  -6.40025                 0         0.0717035         0.0717035
   20.4312  -6.40025                 0         0.0594101         0.0594101
   23.9743  -6.40025                 0         0.0492533         0.0492533
   27.8718  -6.40025                 0         0.0407975         0.0407975
    32.159  -6.40025                 0         0.0336998         0.0336998
   36.8748  -6.40025                 0         0.0276933         0.0276933
   42.0623  -6.40025                 0         0.0225694         0.0225694
   47.7686  -6.40025                 0         0.0181641         0.0181641
   54.0454  -6.40025                 0          0.014346          0.014346
     60.95  -6.40025                 0          0.011008          0.011008
    68.545  -6.40025                 0        0.00805965        0.00805965
   76.8995  -6.40025                 0         0.0054214         0.0054214
   86.0894  -6.40025                 0        0.00301808        0.00301808
   96.1983  -6.40025                 0       0.000771869       0.000771869
       100  -6.40025                 0                 0                 0
         0   -5.7275                 0          0.261518          0.261518
       0.1   -5.7275                 0          0.261463          0.261463
      0.21   -5.7275                 0          0.261315          0.261315
     0.331   -5.7275                 0          0.261039          0.261039
    0.4641   -5.7275                 0          0.260599          0.260599
   0.61051   -5.7275                 0          0.259949          0.259949
  0.771561   -5.7275                 0           0.25904           0.25904
  0.948717   -5.7275                 0           0.25781           0.25781
   1.14359   -5.7275                 0          0.256191          0.256191
   1.35795   -5.7275                 0          0.254106          0.254106
   1.59374   -5.7275                 0           0.25147           0.25147
   1.85312   -5.7275                 0          0.248195          0.248195
   2.13843   -5.7275                 0          0.244192          0.244192
   2.45227   -5.7275                 0          0.239379          0.239379
    2.7975   -5.7275                 0          0.233688          0.233688
   3.17725   -5.7275                 0          0.227074          0.227074
   3.59497   -5.7275                 0          0.219522          0.219522
   4.05447   -5.7275                 0          0.211059          0.211059
   4.55992   -5.7275                 0          0.201753          0.201753
         5   -5.7275                 0          0.193785          0.193785
         7   -5.7275                 0          0.160723          0.160723
       9.2   -5.7275                 0          0.131682          0.131682
     11.62   -5.7275                 0           0.10772           0.10772
    14.282   -5.7275                 0         0.0883595         0.0883595
   17.2102   -5.7275                 0         0.0727419         0.0727419
   20.4312   -5.7275                 0          0.060062          0.060062
   23.9743   -5.7275                 0         0.0496708         0.0496708
   27.8718   -5.7275                 0         0.0410695         0.0410695
    32.159   -5.7275                 0         0.0338797         0.0338797
   36.8748   -5.7275                 0         0.0278137         0.0278137
   42.0623   -5.7275                 0         0.0226508         0.0226508
   47.7686   -5.7275                 0         0.0182193         0.0182193
   54.0454   -5.7275                 0         0.0143835         0.0143835
     60.95   -5.7275                 0         0.0110332         0.0110332
    68.545   -5.7275                 0        0.00807615        0.00807615
   76.8995   -5.7275                 0        0.00543156        0.00543156
   86.0894   -5.7275                 0         0.0030234         0.0030234
   96.1983   -5.7275                 0       0.000773187       0.000773187
       100   -5.7275                 0                 0                 0
         0  -5.11591                 0          0.294498          0.294498
       0.1  -5.11591                 0           0.29442           0.29442
      0.21  -5.11591                 0          0.294213          0.294213
     0.331  -5.11591                 0          0.293827          0.293827
    0.4641  -5.11591                 0          0.293209          0.293209
   0.61051  -5.11591                 0          0.292301          0.292301
  0.771561  -5.11591                 0          0.291031          0.291031
  0.948717  -5.11591                 0          0.289319          0.289319
   1.14359  -5.11591                 0          0.287074          0.287074
   1.35795  -5.11591                 0          0.284196          0.284196
   1.59374  -5.11591                 0          0.280579          0.280579
   1.85312  -5.11591                 0           0.27612           0.27612
   2.13843  -5.11591                 0          0.270718          0.270718
   2.45227  -5.11591                 0          0.264294          0.264294
    2.7975  -5.11591                 0          0.256793          0.256793
   3.17725  -5.11591                 0          0.248199          0.248199
   3.59497  -5.11591                 0          0.238544          0.238544
   4.05447  -5.11591                 0          0.227909          0.227909
   4.55992  -5.11591                 0          0.216432          0.216432
         5  -5.11591                 0          0.206773          0.206773
         7  -5.11591                 0          0.168203          0.168203
       9.2  -5.11591                 0          0.135911          0.135911
     11.62  -5.11591                 0           0.11015           0.11015
    14.282  -5.11591                 0         0.0897947         0.0897947
   17.2102  -5.11591                 0         0.0736131         0.0736131
   20.4312  -5.11591                 0         0.0606043         0.0606043
   23.9743  -5.11591                 0          0.050016          0.050016
   27.8718  -5.11591                 0         0.0412935         0.0412935
    32.159  -5.11591                 0         0.0340274         0.0340274
   36.8748  -5.11591                 0         0.0279124         0.0279124
   42.0623  -5.11591                 0         0.0227173         0.0227173
   47.7686  -5.11591                 0         0.0182644         0.0182644
   54.0454  -5.11591                 0         0.0144141         0.0144141
     60.95  -5.11591                 0         0.0110537         0.0110537
    68.545  -5.11591                 0         0.0080896         0.0080896
   76.8995  -5.11591                 0        0.00543984        0.00543984
   86.0894  -5.11591                 0        0.00302773        0.00302773
   96.1983  -5.11591                 0        0.00077426        0.00077426
       100  -5.11591                 0                 0                 0
         0  -4.55992                 0          0.332177          0.332177
       0.1  -4.55992                 0          0.332067          0.332067
      0.21  -4.55992                 0          0.331775          0.331775
     0.331  -4.55992                 0           0.33123           0.33123
    0.4641  -4.55992                 0           0.33036           0.33036
   0.61051  -4.55992                 0          0.329082          0.329082
  0.771561  -4.55992                 0          0.327301          0.327301
  0.948717  -4.55992                 0          0.324909          0.324909
   1.14359  -4.55992                 0          0.321786          0.321786
   1.35795  -4.55992                 0          0.317807          0.317807
   1.59374  -4.55992                 0          0.312845          0.312845
   1.85312  -4.55992                 0          0.306782          0.306782
   2.13843  -4.55992                 0          0.299519          0.299519
   2.45227  -4.55992                 0          0.290993          0.290993
    2.7975  -4.55992                 0          0.281183          0.281183
   3.17725  -4.55992                 0          0.270129          0.270129
   3.59497  -4.55992                 0          0.257931          0.257931
   4.05447  -4.55992                 0          0.244752          0.244752
   4.55992  -4.55992                 0          0.230808          0.230808
         5  -4.55992                 0          0.219283          0.219283
         7  -4.55992                 0          0.175005          0.175005
       9.2  -4.55992                 0          0.139611          0.139611
     11.62  -4.55992                 0          0.112226          0.112226
    14.282  -4.55992                 0         0.0910019         0.0910019
   17.2102  -4.55992                 0         0.0743384         0.0743384
   20.4312  -4.55992                 0         0.0610528         0.0610528
   23.9743  -4.55992                 0         0.0503001         0.0503001
   27.8718  -4.55992                 0         0.0414772         0.0414772
    32.159  -4.55992                 0         0.0341482         0.0341482
   36.8748  -4.55992                 0         0.0279929         0.0279929
   42.0623  -4.55992                 0         0.0227715         0.0227715
   47.7686  -4.55992                 0         0.0183011         0.0183011
   54.0454  -4.55992                 0         0.0144389         0.0144389
     60.95  -4.55992                 0         0.0110704         0.0110704
    68.545  -4.55992                 0        0.00810053        0.00810053
   76.8995  -4.55992                 0        0.00544657        0.00544657
   86.0894  -4.55992                 0        0.00303125        0.00303125
   96.1983  -4.55992                 0       0.000775132       0.000775132
       100  -4.55992                 0                 0                 0
         0  -4.05447                 0          0.375422          0.375422
       0.1  -4.05447                 0          0.375266          0.375266
      0.21  -4.05447                 0           0.37485           0.37485
     0.331  -4.05447                 0          0.374076          0.374076
    0.4641  -4.05447                 0          0.372843          0.372843
   0.61051  -4.05447                 0          0.371036          0.371036
  0.771561  -4.05447                 0          0.368526          0.368526
  0.948717  -4.05447                 0          0.365169          0.365169
   1.14359  -4.05447                 0          0.360814          0.360814
   1.35795  -4.05447                 0          0.355305          0.355305
   1.59374  -4.05447                 0            0.3485            0.3485
   1.85312  -4.05447                 0          0.340278          0.340278
   2.13843  -4.05447                 0           0.33056           0.33056
   2.45227  -4.05447                 0          0.319325          0.319325
    2.7975  -4.05447                 0          0.306621          0.306621
   3.17725  -4.05447                 0          0.292571          0.292571
   3.59497  -4.05447                 0          0.277375          0.277375
   4.05447  -4.05447                 0          0.261293          0.261293
   4.55992  -4.05447                 0          0.244628          0.244628
         5  -4.05447                 0          0.231103          0.231103
         7  -4.05447                 0           0.18108           0.18108
       9.2  -4.05447                 0          0.142803          0.142803
     11.62  -4.05447                 0          0.113981          0.113981
    14.282  -4.05447                 0         0.0920088         0.0920088
   17.2102  -4.05447                 0         0.0749382         0.0749382
   20.4312  -4.05447                 0         0.0614214         0.0614214
   23.9743  -4.05447                 0         0.0505327         0.0505327
   27.8718  -4.05447                 0         0.0416271         0.0416271
    32.159  -4.05447                 0         0.0342466         0.0342466
   36.8748  -4.05447                 0         0.0280584         0.0280584
   42.0623  -4.05447                 0         0.0228156         0.0228156
   47.7686  -4.05447                 0          0.018331          0.018331
   54.0454  -4.05447                 0         0.0144591         0.0144591
     60.95  -4.05447                 0         0.0110839         0.0110839
    68.545  -4.05447                 0        0.00810939        0.00810939
   76.8995  -4.05447                 0        0.00545202        0.00545202
   86.0894  -4.05447                 0         0.0030341         0.0030341
   96.1983  -4.05447                 0       0.000775838       0.000775838
       100  -4.05447                 0                 0                 0
         0  -3.59497                 0          0.425313          0.425313
       0.1  -3.59497                 0          0.425089          0.425089
      0.21  -3.59497                 0          0.424494          0.424494
     0.331  -3.59497                 0          0.423387          0.423387
    0.4641  -3.59497                 0          0.421626          0.421626
   0.61051  -3.59497                 0          0.419054          0.419054
  0.771561  -3.59497                 0          0.415497          0.415497
  0.948717  -3.59497                 0          0.410767          0.410767
   1.14359  -3.59497                 0          0.404675          0.404675
   1.35795  -3.59497                 0          0.397043          0.397043
   1.59374  -3.59497                 0          0.387722          0.387722
   1.85312  -3.59497                 0          0.376616          0.376616
   2.13843  -3.59497                 0          0.363698          0.363698
