         x         y         z          analitic          solution          pogreshn
      -100   -12.308       -50                 0                 0                 0
   -77.284   -12.308       -50                 0                 0                 0
    -55.06   -12.308       -50                 0                 0                 0
  -39.1857   -12.308       -50                 0                 0                 0
   -27.847   -12.308       -50                 0                 0                 0
  -19.7478   -12.308       -50                 0                 0                 0
  -13.9627   -12.308       -50                 0                 0                 0
  -9.83052   -12.308       -50                 0                 0                 0
  -6.87895   -12.308       -50                 0                 0                 0
  -4.77068   -12.308       -50                 0                 0                 0
  -3.26477   -12.308       -50                 0                 0                 0
  -2.18912   -12.308       -50                 0                 0                 0
   -1.4208   -12.308       -50                 0                 0                 0
    -0.872   -12.308       -50                 0                 0                 0
     -0.48   -12.308       -50                 0                 0                 0
      -0.2   -12.308       -50                 0                 0                 0
         0   -12.308       -50                 0                 0                 0
       0.2   -12.308       -50                 0                 0                 0
      0.48   -12.308       -50                 0                 0                 0
     0.872   -12.308       -50                 0                 0                 0
    1.4208   -12.308       -50                 0                 0                 0
   2.18912   -12.308       -50                 0                 0                 0
   3.26477   -12.308       -50                 0                 0                 0
   4.77068   -12.308       -50                 0                 0                 0
   6.87895   -12.308       -50                 0                 0                 0
   9.83052   -12.308       -50                 0                 0                 0
   13.9627   -12.308       -50                 0                 0                 0
   19.7478   -12.308       -50                 0                 0                 0
    27.847   -12.308       -50                 0                 0                 0
   39.1857   -12.308       -50                 0                 0                 0
     55.06   -12.308       -50                 0                 0                 0
    77.284   -12.308       -50                 0                 0                 0
       100   -12.308       -50                 0                 0                 0
      -100  -8.92922       -50                 0                 0                 0
   -77.284  -8.92922       -50                 0                 0                 0
    -55.06  -8.92922       -50                 0                 0                 0
  -39.1857  -8.92922       -50                 0                 0                 0
   -27.847  -8.92922       -50                 0                 0                 0
  -19.7478  -8.92922       -50                 0                 0                 0
  -13.9627  -8.92922       -50                 0                 0                 0
  -9.83052  -8.92922       -50                 0                 0                 0
  -6.87895  -8.92922       -50                 0                 0                 0
  -4.77068  -8.92922       -50                 0                 0                 0
  -3.26477  -8.92922       -50                 0                 0                 0
  -2.18912  -8.92922       -50                 0                 0                 0
   -1.4208  -8.92922       -50                 0                 0                 0
    -0.872  -8.92922       -50                 0                 0                 0
     -0.48  -8.92922       -50                 0                 0                 0
      -0.2  -8.92922       -50                 0                 0                 0
         0  -8.92922       -50                 0                 0                 0
       0.2  -8.92922       -50                 0                 0                 0
      0.48  -8.92922       -50                 0                 0                 0
     0.872  -8.92922       -50                 0                 0                 0
    1.4208  -8.92922       -50                 0                 0                 0
   2.18912  -8.92922       -50                 0                 0                 0
   3.26477  -8.92922       -50                 0                 0                 0
   4.77068  -8.92922       -50                 0                 0                 0
   6.87895  -8.92922       -50                 0                 0                 0
   9.83052  -8.92922       -50                 0                 0                 0
   13.9627  -8.92922       -50                 0                 0                 0
   19.7478  -8.92922       -50                 0                 0                 0
    27.847  -8.92922       -50                 0                 0                 0
   39.1857  -8.92922       -50                 0                 0                 0
     55.06  -8.92922       -50                 0                 0                 0
    77.284  -8.92922       -50                 0                 0                 0
       100  -8.92922       -50                 0                 0                 0
      -100  -6.33017       -50                 0                 0                 0
   -77.284  -6.33017       -50                 0                 0                 0
    -55.06  -6.33017       -50                 0                 0                 0
  -39.1857  -6.33017       -50                 0                 0                 0
   -27.847  -6.33017       -50                 0                 0                 0
  -19.7478  -6.33017       -50                 0                 0                 0
  -13.9627  -6.33017       -50                 0                 0                 0
  -9.83052  -6.33017       -50                 0                 0                 0
  -6.87895  -6.33017       -50                 0                 0                 0
  -4.77068  -6.33017       -50                 0                 0                 0
  -3.26477  -6.33017       -50                 0                 0                 0
  -2.18912  -6.33017       -50                 0                 0                 0
   -1.4208  -6.33017       -50                 0                 0                 0
    -0.872  -6.33017       -50                 0                 0                 0
     -0.48  -6.33017       -50                 0                 0                 0
      -0.2  -6.33017       -50                 0                 0                 0
         0  -6.33017       -50                 0                 0                 0
       0.2  -6.33017       -50                 0                 0                 0
      0.48  -6.33017       -50                 0                 0                 0
     0.872  -6.33017       -50                 0                 0                 0
    1.4208  -6.33017       -50                 0                 0                 0
   2.18912  -6.33017       -50                 0                 0                 0
   3.26477  -6.33017       -50                 0                 0                 0
   4.77068  -6.33017       -50                 0                 0                 0
   6.87895  -6.33017       -50                 0                 0                 0
   9.83052  -6.33017       -50                 0                 0                 0
   13.9627  -6.33017       -50                 0                 0                 0
   19.7478  -6.33017       -50                 0                 0                 0
    27.847  -6.33017       -50                 0                 0                 0
   39.1857  -6.33017       -50                 0                 0                 0
     55.06  -6.33017       -50                 0                 0                 0
    77.284  -6.33017       -50                 0                 0                 0
       100  -6.33017       -50                 0                 0                 0
      -100   -4.3309       -50                 0                 0                 0
   -77.284   -4.3309       -50                 0                 0                 0
    -55.06   -4.3309       -50                 0                 0                 0
  -39.1857   -4.3309       -50                 0                 0                 0
   -27.847   -4.3309       -50                 0                 0                 0
  -19.7478   -4.3309       -50                 0                 0                 0
  -13.9627   -4.3309       -50                 0                 0                 0
  -9.83052   -4.3309       -50                 0                 0                 0
  -6.87895   -4.3309       -50                 0                 0                 0
  -4.77068   -4.3309       -50                 0                 0                 0
  -3.26477   -4.3309       -50                 0                 0                 0
  -2.18912   -4.3309       -50                 0                 0                 0
   -1.4208   -4.3309       -50                 0                 0                 0
    -0.872   -4.3309       -50                 0                 0                 0
     -0.48   -4.3309       -50                 0                 0                 0
      -0.2   -4.3309       -50                 0                 0                 0
         0   -4.3309       -50                 0                 0                 0
       0.2   -4.3309       -50                 0                 0                 0
      0.48   -4.3309       -50                 0                 0                 0
     0.872   -4.3309       -50                 0                 0                 0
    1.4208   -4.3309       -50                 0                 0                 0
   2.18912   -4.3309       -50                 0                 0                 0
   3.26477   -4.3309       -50                 0                 0                 0
   4.77068   -4.3309       -50                 0                 0                 0
   6.87895   -4.3309       -50                 0                 0                 0
   9.83052   -4.3309       -50                 0                 0                 0
   13.9627   -4.3309       -50                 0                 0                 0
   19.7478   -4.3309       -50                 0                 0                 0
    27.847   -4.3309       -50                 0                 0                 0
   39.1857   -4.3309       -50                 0                 0                 0
     55.06   -4.3309       -50                 0                 0                 0
    77.284   -4.3309       -50                 0                 0                 0
       100   -4.3309       -50                 0                 0                 0
      -100    -2.793       -50                 0                 0                 0
   -77.284    -2.793       -50                 0                 0                 0
    -55.06    -2.793       -50                 0                 0                 0
