0	0
35	0
70	0
105	0
140	0
175	0
210	0
1	0
36	0
71	0
106	0
141	0
176	0
211	0
2	0
37	0
72	0
107	0
142	0
177	0
212	0
3	0
38	0
73	0
108	0
143	0
178	0
213	0
4	0
39	0
74	0
109	0
144	0
179	0
214	0
5	0
40	0
75	0
110	0
145	0
180	0
215	0
6	0
41	0
76	0
111	0
146	0
181	0
216	0
7	0
42	0
77	0
112	0
147	0
182	0
217	0
8	0
43	0
78	0
113	0
148	0
183	0
218	0
9	0
44	0
79	0
114	0
149	0
184	0
219	0
10	0
45	0
80	0
115	0
150	0
185	0
220	0
11	0
46	0
81	0
116	0
151	0
186	0
221	0
12	0
47	0
82	0
117	0
152	0
187	0
222	0
13	0
48	0
83	0
118	0
153	0
188	0
223	0
14	0
49	0
84	0
119	0
154	0
189	0
224	0
15	0
50	0
85	0
120	0
155	0
190	0
225	0
16	0
51	0
86	0
121	0
156	0
191	0
226	0
17	0
52	0
87	0
122	0
157	0
192	0
227	0
18	0
53	0
88	0
123	0
158	0
193	0
228	0
19	0
54	0
89	0
124	0
159	0
194	0
229	0
20	0
55	0
90	0
125	0
160	0
195	0
230	0
21	0
56	0
91	0
126	0
161	0
196	0
231	0
22	0
57	0
92	0
127	0
162	0
197	0
232	0
23	0
58	0
93	0
128	0
163	0
198	0
233	0
24	0
59	0
94	0
129	0
164	0
199	0
234	0
25	0
60	0
95	0
130	0
165	0
200	0
235	0
26	0
61	0
96	0
131	0
166	0
201	0
236	0
27	0
62	0
97	0
132	0
167	0
202	0
237	0
28	0
63	0
98	0
133	0
168	0
203	0
238	0
29	0
64	0
99	0
134	0
169	0
204	0
239	0
30	0
65	0
100	0
135	0
170	0
205	0
240	0
31	0
66	0
101	0
136	0
171	0
206	0
241	0
32	0
67	0
102	0
137	0
172	0
207	0
242	0
33	0
68	0
103	0
138	0
173	0
208	0
243	0
34	0
69	0
104	0
139	0
174	0
209	0
244	0
0	0
245	0
490	0
735	0
980	0
1225	0
1470	0
35	0
280	0
525	0
770	0
1015	0
1260	0
1505	0
70	0
315	0
560	0
805	0
1050	0
1295	0
1540	0
105	0
350	0
595	0
840	0
1085	0
1330	0
1575	0
140	0
385	0
630	0
875	0
1120	0
1365	0
1610	0
175	0
420	0
665	0
910	0
1155	0
1400	0
1645	0
210	0
455	0
700	0
945	0
1190	0
1435	0
1680	0
34	0
279	0
524	0
769	0
1014	0
1259	0
1504	0
69	0
314	0
559	0
804	0
1049	0
1294	0
1539	0
104	0
349	0
594	0
839	0
1084	0
1329	0
1574	0
139	0
384	0
629	0
874	0
1119	0
1364	0
1609	0
174	0
419	0
664	0
909	0
1154	0
1399	0
1644	0
209	0
454	0
699	0
944	0
1189	0
1434	0
1679	0
244	0
489	0
734	0
979	0
1224	0
1469	0
1714	0
0	0
245	0
490	0
735	0
980	0
1225	0
1470	0
1	0
246	0
491	0
736	0
981	0
1226	0
1471	0
2	0
247	0
492	0
737	0
982	0
1227	0
1472	0
3	0
248	0
493	0
738	0
983	0
1228	0
1473	0
4	0
249	0
494	0
739	0
984	0
1229	0
1474	0
5	0
250	0
495	0
740	0
985	0
1230	0
1475	0
6	0
251	0
496	0
741	0
986	0
1231	0
1476	0
7	0
252	0
497	0
742	0
987	0
1232	0
1477	0
8	0
253	0
498	0
743	0
988	0
1233	0
1478	0
9	0
254	0
499	0
744	0
989	0
1234	0
1479	0
10	0
255	0
500	0
745	0
990	0
1235	0
1480	0
11	0
256	0
501	0
746	0
991	0
1236	0
1481	0
12	0
257	0
502	0
747	0
992	0
1237	0
1482	0
13	0
258	0
503	0
748	0
993	0
1238	0
1483	0
14	0
259	0
504	0
749	0
994	0
1239	0
1484	0
15	0
260	0
505	0
750	0
995	0
1240	0
1485	0
16	0
261	0
506	0
751	0
996	0
1241	0
1486	0
17	0
262	0
507	0
752	0
997	0
1242	0
1487	0
18	0
263	0
508	0
753	0
998	0
1243	0
1488	0
19	0
264	0
509	0
754	0
999	0
1244	0
1489	0
20	0
265	0
510	0
755	0
1000	0
1245	0
1490	0
21	0
266	0
511	0
756	0
1001	0
1246	0
1491	0
22	0
267	0
512	0
757	0
1002	0
1247	0
